name_en,name_cn,hall,booth,all_booths
"BEIJING XUANCHENG NEW ENERGY TECHNOLOGY CO., LTD.",北京炫程新能源科技有限公司,E4,1534,[E4]1534
平乡县平征橡胶工业有限公司,平乡县平征橡胶工业有限公司,E4,1536,[E4]1536
SHAOXING SHANGYU SONGXIA SHUANGLONG BICYCLE PARTS FACTROY,绍兴市上虞崧厦双龙自行车配件厂,E4,1538,[E4]1538
QUZHOU MINHAO,曲周县铭豪电动车配件有限公司,E4,1539,[E4]1539
"NANAN TESHUN SPORTING GOODS CO., LTD.",南安特顺体育用品有限公司,E4,1542,[E4]1542
泉州市舒骐体育用品有限公司,泉州市舒骐体育用品有限公司,E4,1544,[E4]1544
WUHAN KIVI RUBBER &amp; PLASTIC,武汉开维橡塑有限公司,E4,1545,[E4]1545
"HENGSHUI KAIYUE TECHNOLOGY CO., LTD.",衡水凯跃科技有限公司,E4,1638,[E4]1638
HEBEI DUODA SULIAO YOUXIANGONGSI,河北多达塑料制品有限公司,E4,1639,[E4]1639
"HANGZHOU VICTOR FRICTION MATERIAL CO., LTD.",杭州维克特摩擦材料有限公司,E4,1642,[E4]1642
宁波和沃科技有限公司,宁波和沃科技有限公司,E4,1643,[E4]1643
"DONGGUAN CITY XIFU HARDWARE TECHNOLOGY CO., LTD.",东莞市鑫富五金科技有限公司,E4,1644,[E4]1644
"HEBEI GAOSHIBANG INTELLIGENT TECHNOLOGY CO., LTD.",河北高士邦智能科技有限公司,E4,1645,[E4]1645
"WUXI ONLYRIM CO., LTD.",无锡奥利车圈有限公司,E4,1701,[E4]1701
"WUXI SIGMA METAL PRODUCTS CO., LTD.",无锡西格玛金属制品有限公司,E4,1703,[E4]1703
"SAFETY REFLECTIVE CO., LTD.",上海承粒国际贸易有限公司,E4,1704,[E4]1704
"JIASHAN MARGINAL BEARING CO., LTD.",嘉善边际轴承有限公司,E4,1705,[E4]1705
XING TAI BEI AO SUO JU YOU XIAN GONG SI,邢台北翱锁具有限公司,E4,1706,[E4]1706
"JINHUA SAMSON RIMS CO., LTD.",金华三胜车圈有限公司,E4,1707,[E4]1707
"HUAIAN IOMEGA IMPORT AND EXPORT TRADE DEVELOPMENT CO., LTD.",淮安市艾米加进出口贸易发展有限公司,E4,1709,[E4]1709
"JIANGXI JUYUAN RUBBER CO., LTD.",江西聚源橡胶有限公司,E4,1711,[E4]1711
"ALEADER (LONGYAN) NEW MATERIAL CO., LTD.",龙岩市领昕新材料有限公司,E4,1712,[E4]1712
河北鹏赋纺织科技股份有限公司,河北鹏赋纺织科技股份有限公司,E4,1713,[E4]1713
XINYOUPENG,天津市鑫友鹏塑胶制品有限公司,E4,1714,[E4]1714
"XIAMEN GO ZONE COMPOSITE MATERIALS TECH. CO., LTD.",厦门格纵复材科技有限公司,E4,1715,[E4]1715
"HAIMEN KYOWA RUBBER &amp; PLASTIC PRODUCTS CO., LTD.",海门市协和车辆配件有限公司,E4,1717,[E4]1717
PINGXIANG HAONIU FREEWHEEL FACTORY,平乡县浩牛飞轮厂,E4,1719,[E4]1719
"CHANGSHU JINBIAO TIRE VALVES CO., LTD.",常熟市金标气门咀有限公司,E4,1720,[E4]1720
PINGXIANG COUNTY PENGPENGLE BICYCLE PARTS FACTORY,平乡县鹏鹏乐自行车配件厂,E4,1721,[E4]1721
泰兴市双轮淮河车辆配件有限公司,泰兴市双轮淮河车辆配件有限公司,E4,1723,[E4]1723
"ZHANGJIAGANG EAST OCEAN TECHNICAL FABRIC CO., LTD.",张家港市东海工业用布有限公司,E4,1724,[E4]1724
"SHENZHEN YUANDA SPORTS EQUIPMENT CO., LTD.",深圳市远大运动器材有限公司,E4,1725,[E4]1725
山东巡山新材料科技有限公司,山东巡山新材料科技有限公司,E4,1726,[E4]1726
淮安亚联精密机械有限公司,淮安亚联精密机械有限公司,E4,1727,[E4]1727
MG,泰州市夕菲自行车配件厂,E4,1728,[E4]1728
广州市荣舟科技有限公司,广州市荣舟科技有限公司,E4,1729,[E4]1729
"HEBEI LANGTENG BICYCLE CO., LTD.",河北浪腾车业有限公司,E4,1730,[E4]1730
"CIXI SHENGXIANG PHOTOELECTRIC TECHNOLOGY CO., LTD.",慈溪市盛翔光电科技有限公司,E4,1732,[E4]1732
"ZHONGSHAN JIEANDA SPORTS EQUIPMENT CO., LTD.",中山捷安达运动器材有限公司,E4,1801,[E4]1801
"NANJING 100G SMART TECH CO., LTD.",南京壹佰克智能科技有限公司,E4,1803,[E4]1803
CHAOWU LOCK FACTORY,曲周县超武制锁厂,E4,1804,[E4]1804
"JIANGYIN HUAXING BICYCLE PARTS CO., LTD.",江阴市华星车料有限公司,E4,1805,[E4]1805
"XINGTAI MEISONG PLASTIC TECHNOLOGY CO., LTD.",邢台市美松塑胶科技有限公司,E4,1806,[E4]1806
"JIANGXI HUAYI RUBBER CO., LTD.",江西华谊橡胶有限公司,E4,1809,[E4]1809
"ZHONG HONG INDUSTRIAL CO., LTD.",中宏（天津）实业有限公司,E4,1811,[E4]1811
SSQUARE ENTERPRISES,SSQUARE ENTERPRISES,E4,1812,[E4]1812
"NINGBO LONGSHENG BICYCLE CO., LTD.",宁波隆晟车业有限公司,E4,1813,[E4]1813
"HANGZHOU YONGLI FRICTION MATERIAL CO., LTD.",杭州永利摩擦材料有限公司,E4,1815,[E4]1815
"CHANGZHOU SCIWIL ELECTRONICS HOLDING CO., LTD.",常州新思维电子股份有限公司,E5,0001,[E5]0001
"TAICANG YUEBO ELECTRIC TECHNOLOGY CO., LTD.",太仓市悦博电动科技有限公司,E5,0005,[E5]0005
永康慧步工贸有限公司,永康慧步工贸有限公司,E5,0007,[E5]0007
"TIANJIN GUSAM GEMS OUTDOOR PRODUCTS CO., LTD.",天津沽上万宝户外用品有限公司,E5,0009,[E5]0009
昆山深裕泽电子有限公司,昆山深裕泽电子有限公司,E5,0010,[E5]0010
"XINGTAI SHANG LEI TECHONLOGY CO., LTD.",邢台尚磊科技有限公司,E5,0011,[E5]0011
"CHANGZHOU KEVAR PLASTICS CO., LTD.",常州新区凯华塑料有限公司,E5,0015,[E5]0015
"TIANJIN SEE HIGH INTERNATIONAL TRADE CO., LTD.",天津慈海国际贸易有限公司,E5,0017,[E5]0017
"CHANGZHOU DINGSEN TRANSMISSION TECHNOLOGY CO., LTD.",常州鼎森传动科技有限公司,E5,0020,[E5]0020
邢台晶昌车业有限公司,邢台晶昌车业有限公司,E5,0021,[E5]0021
"XUZHOU LANGCHI ELECTRONIC TECHNOLOGY CO., LTD.",徐州朗驰电子科技有限公司,E5,0022,[E5]0022
"SUZHOU KUNTENG ELECTRONICS CO., LTD.",苏州市昆腾电子有限公司,E5,0023,[E5]0023
"DB MOVING LIGHTING CO., LTD.",东莞市豆贝移动照明有限公司,E5,0025,[E5]0025
"LINYIXINGTAI LOCK INDUSTRY CO., LTD.",临沂兴泰锁业有限公司,E5,0027,[E5]0027
"NANCHANG LVBU IMPORT AND EXPORT CO., LTD.",南昌吕布进出口有限公司,E5,0029,[E5]0029
LGC ENTERPRISE LTD.,缙云县刀浪车业有限公司,E5,0031,[E5]0031
"TIANJIN YUEHAITONG BICYCLE CO., LTD.",天津跃海通自行车有限公司,E5,0105,[E5]0105
大川电机科技（江苏）有限公司,大川电机科技（江苏）有限公司,E5,0111,[E5]0111
"TIANJIN KDS TECHNOLOGY CO., LTD.",凯迪斯科技（天津）有限公司,E5,0114,[E5]0114
"APT (TIANJIN) DEVELOPMENT CO., LTD.",安普达（天津）科技股份有限公司,E5,0116,[E5]0116
"GUANGDONG LOFANDI INTELLIGENT TECHNOLOGY CO., LTD.",广东洛梵狄智能科技有限公司,E5,0121,[E5]0121
"SUZHOU CUSMADE ELECTRONIC TECHNOLOGY CO., LTD.",苏州卡斯迈德电子科技有限公司,E5,0126,[E5]0126
"KUNSHAN JULET ELECTRONIC CO., LTD.",昆山君磊电器有限公司,E5,0132,[E5]0132
"SHENZHEN DIGITECH CO., LTD.",深圳市迪太科技有限公司,E5,0137,[E5]0137
苏州探索行动科技有限公司,苏州探索行动科技有限公司,E5,0140,[E5]0140
"TIANJIN UKRIVER SCIENCE AND TECHNOLOGY CO., LTD.",天津英河科技有限公司,E5,0143,[E5]0143
"JINHUA HENGCHUANG NEW ENERGY CO., LTD.",金华市恒创新能源有限公司,E5,0145,[E5]0145
"SHENZHEN TOPBAND CO., LTD.",深圳拓邦股份有限公司,E5,0201,[E5]0201
IRON ORE COMPANY LIMITED,铁兴有限公司,E5,0426,[E5]0426
先勒动力控制技术（上海）有限公司,先勒动力控制技术（上海）有限公司,E5,0429,[E5]0429
"ZHEJIANG BLUEPOINT POWER CO., LTD.",浙江蓝点动力有限公司,E5,0432,[E5]0432
"KUNSHAN BESTTEND LIGHT ALLOY TECHNOLOGY CO., LTD.",昆山市贝田轻合金科技有限公司,E5,0437,[E5]0437
"SUZHOU PANARACER TRADING CO., LTD.",苏州帕纳雷萨商贸有限公司,E5,0440,[E5]0440
"KUNSHAN LANGDESEN TECHNOLOGY CO., LTD.",昆山朗德森机电科技有限公司,E5,0443,[E5]0443
宁波海业电子科技有限公司,宁波海业电子科技有限公司,E5,0445,[E5]0445
"BAFANG ELECTRIC (SUZHOU) CO., LTD.",八方电气（苏州）股份有限公司,E5,0505,[E5]0505
"SHENZHEN OMNI INTELLIGENT TECHNOLOGY CO., LTD.",深圳欧米智能科技有限公司,E5,0508,[E5]0508
"SUZHOU WANJIA ELECTRIC CO., LTD.",苏州万佳电器有限公司,E5,0511,[E5]0511
"JINHUA QIDIAN VEHICLE CO., LTD.",金华骑点车业有限公司,E5,0516,[E5]0516
"CHANGZHOU JIABO MACHINERY MANUFACTURING CO., LTD.",常州市佳博机械制造有限公司,E5,0521,[E5]0521
宁波市鄞州恒泰机电有限公司,宁波市鄞州恒泰机电有限公司,E5,0601,[E5]0601
"KUNSHAN SHUOYIRUI INTELLIGENT TECHNOLOGY CO., LTD.",昆山硕意瑞智能科技有限公司,E5,0726,[E5]0726
"KING- METER TECHNOLOGY CO., LTD.",天津金米特科技股份有限公司,E5,0732,[E5]0732
OLI EBIKE SYSTEMS SRL,浙江欧力驱动系统有限公司,E5,0737,[E5]0737
KCLAMBER ELECTRIC TECHNOLOGY CORP.,苏州摩腾电子科技有限公司,E5,0740,[E5]0740
"SHENZHEN ATNEN TECHNOLOGY CO., LTD.",深圳市艾特能科技有限公司,E5,0743,[E5]0743
"TIANJIN D &amp; R ELECTRONIC TECHNOLOGY CO., LTD.",天津东嘉荣电子科技有限公司,E5,0745,[E5]0745
"ANANDA DRIVE TECHNIQUES (SHANGHAI) CO., LTD.",安乃达驱动技术（上海）股份有限公司,E5,0901,[E5]0901
"JIANDE WUXING BICYCLE CO., LTD.",建德市五星车业有限公司,E5,0905,[E5]0905
"HIGO TECHNOLOGY (SUZHOU) CO., LTD.",海固科技（苏州）有限公司,E5,0911,[E5]0911
"SUZHOU SHENGYI MOTOR CO., LTD.",苏州盛亿电机有限公司,E5,0913,[E5]0913
"JOYCUBE BATTERY CO., LTD.",星久科能源（苏州）有限公司,E5,0916,[E5]0916
"GUANGDONG GREENWAY TECHNOLOGY CO., LTD.",广东博力威科技股份有限公司,E5,0921,[E5]0921
"QINHUANGDAO XINCHI PHOTOELECTRICITY TECHNOLOGY CO., LTD.",秦皇岛市芯驰光电科技有限公司,E5,0926,[E5]0926
"SUZHOU XIONGDA ELECTRIC MACHINE CO., LTD.",苏州雄大电机有限公司,E5,0932,[E5]0932
"SUZHOU XIONGFENG MOTOR CO., LTD.",苏州雄风电机有限公司,E5,0937,[E5]0937
"NANTONG KOUMU CAR FITTINGS CO., LTD.",南通口木车件有限公司,E5,0940,[E5]0940
"WUXI KYESANG TECHNOLOGY CO., LTD.",无锡启尚科技有限公司,E5,0943,[E5]0943
"SHENZHEN SHENZHOU ARROW ELECTRONIC TECHNOLOGY CO., LTD.",深圳市神舟飞箭电子科技有限公司,E5,0945,[E5]0945
"LUHONG TECHNOLOGY (SHENZHEN) CO., LTD.",鲁鸿科技（深圳）有限公司,E5,1121,[E5]1121
"KUNSHAN ST ELECTRONICS CO., LTD.",昆山硕通电子有限公司,E5,1226,[E5]1226
"TIANJIN SANTROLL ELECTRIC TECHNOLOGY CO., LTD.",天津市松正电动科技有限公司,E5,1232,[E5]1232
"HENAN YICHUAN NEW ENERGY TECHNOLOGY CO., LTD.",河南一川新能源科技有限公司,E5,1237,[E5]1237
广州明美新能源股份有限公司,广州明美新能源股份有限公司,E5,1240,[E5]1240
"DONGGUN LIZJIN ELECTRONIC TECHNOLOGY CO., LTD.",东莞笠智精电子科技有限公司,E5,1243,[E5]1243
"RUIKANG ELECTRONIC TECHNOLOGY CO., LTD.",佛山市睿康电子科技有限公司,E5,1245,[E5]1245
"JIANGSU JINFENG ELECTROMECHANICAL CO., LTD.",江苏金丰机电有限公司,E5,1405,[E5]1405
苏州领冠新能源科技有限公司,苏州领冠新能源科技有限公司,E5,1411,[E5]1411
"WUXI DPOWER ELECTRONIC CO., LTD.",无锡大派电子有限公司,E5,1413,[E5]1413
"AIKEMA ELECTRIC DRIVE SYSTEM (SUZHOU) CO., LTD.",爱克玛电驱动系统（苏州）有限公司,E5,1416,[E5]1416
"NANJING LISHUI ELECTRONICS RESEARCH INSTITUTE CO., LTD.",南京溧水电子研究所有限公司,E5,1421,[E5]1421
"IQILI INTELLIGENT TECHNOLOGY (CHONGQING) CO., LTD.",爱奇力智能科技（重庆）有限公司,E5,1526,[E5]1526
"SHENZHEN KCHQ TECHNOLOGY CO., LTD.",深圳市科创奇科技有限公司,E5,1529,[E5]1529
"ZHONGSHAN SHIBAO NEW ENERGY CO., LTD.",中山市世豹新能源有限公司,E5,1532,[E5]1532
"FENG RONG PRECISION TECHNOLOGY (DONG GUAN) CO., LTD.",丰荣精密科技（东莞）有限公司,E5,1537,[E5]1537
苏州山田机电有限公司,苏州山田机电有限公司,E5,1540,[E5]1540
"CHOGORI TECHNOLOGY CO., LTD.",深圳乔合里科技股份有限公司,E5,1543,[E5]1543
"LN ENERGY TECHNOLOGY CO., LTD.",佛山市雷能能源科技有限公司,E5,1545,[E5]1545
"TIANJIN GOOD LIGHT TECHNOLOGY DEVELOPMENT CO., LTD.",天津固德莱特科技发展有限公司,E5,1701,"[E5]1701,[E6]1421"
"TIANJIN GOOD LIGHT TECHNOLOGY DEVELOPMENT CO., LTD.",天津固德莱特科技发展有限公司,E6,1421,"[E5]1701,[E6]1421"
"JIZE SAICHUANG LOCOMOTIVE PARTS CO., LTD.",鸡泽县赛创机车部件有限公司,E5,1705,"[E5]1705,1713"
"WELLTRANS TRANSMISSION SYSTEM (SHANGHAI) CO., LTD.",威榕传动系统（上海）有限公司,E5,1709,[E5]1709
"TAISHAN CJS TECHNOLOGY CO., LTD.",台山市昌建顺科技有限公司,E5,1715,[E5]1715
"LEHVOSS (SHANGHAI) CHEMICAL CO., LTD.",雷孚斯（上海）化工有限公司,E5,1717,[E5]1717
"HANGZHOU LIANGPAI TECHNOLOGY CO., LTD.",杭州亮派科技有限公司,E5,1720,[E5]1720
"NANJING BIGSTONE ELECTRONIC &amp; TECHNOLOGY CO., LTD.",南京大石电子科技有限公司,E5,1721,[E5]1721
大城县全鑫车辆配件有限公司,大城县全鑫车辆配件有限公司,E5,1724,[E5]1724
"HUIZHOU JETECH ENERGY TECHNOLOGY CO., LTD.",惠州市杰特能源科技有限公司,E5,1725,[E5]1725
"MING CHEN PLASTIC PRODUCTS CO., LTD.,QINGHE COUNTY",清河县明辰塑胶制品有限公司,E5,1727,[E5]1727
"JIANGXI HUABO LOCOMOTIVE PARTS CO., LTD.",江西华搏机车部件有限公司,E5,1728,[E5]1728
"QINGDAO VISASTONE INDUSTRY &amp; TRADE CO., LTD.",青岛信石工贸有限公司,E5,1730,[E5]1730
"FRANK BEARING TRADING (SHANGHAI) CO., LTD.",弗兰克轴承贸易（上海）有限公司,E5,1731,[E5]1731
"HANGZHOU TIANCI POWER TECHNOLOGY CO., LTD.",杭州天磁动力科技有限公司,E5,1732,[E5]1732
苏州智连共创电子科技有限公司,苏州智连共创电子科技有限公司,E5,1801,[E5]1801
"XINGTAI SANJIAN ELECTRIC BIKE MANUFACTURING CO., LTD.",邢台市三剑电动自行车制造有限公司,E5,1803,"[E5]1803,1811"
河北鼎宏机械配件有限公司,河北鼎宏机械配件有限公司,E5,1805,[E5]1805
"CLOUD DRIVE INTELLIGENT TECHNOLGY CO., LTD.",南京云驱智能科技有限公司,E5,1807,[E5]1807
温州艾锐德科技有限公司,温州艾锐德科技有限公司,E5,1813,[E5]1813
"NINGBO SIMING CHEMICAL CO., LTD.",宁波思铭化工有限公司,E5,1816,[E5]1816
"CIXI HUIYE MACHINERY TECHNOLOGY CO., LTD.",慈溪惠业机械科技有限公司,E5,1817,[E5]1817
"DEGSON TECHNOLOGY CO., LTD.",宁波高松技术有限公司,E6,0001,[E6]0001
"CHANGZHOU GREENPEDEL CO., LTD.",常州嘉罗车辆配件有限公司,E6,0005,[E6]0005
"KING CLEAN ELECTRI CO., LTD.",莱克电气股份有限公司,E6,0009,[E6]0009
慈溪托力自行车配件厂,慈溪托力自行车配件厂,E6,0013,[E6]0013
"SHENZHEN JIMI IOT CO., LTD.",深圳几米物联有限公司,E6,0017,[E6]0017
惠州市华利新材料有限公司,惠州市华利新材料有限公司,E6,0021,[E6]0021
"SHANDONG MTEN CO., LTD.",山东蒙特恩传动科技有限公司,E6,0023,[E6]0023
DAISAKU COMPANY LIMITED,株式会社大索,E6,0024,[E6]0024
"RUIAN TONGFAN LOCKSET INDUSTRY CO., LTD.",瑞安市同帆锁业有限公司,E6,0025,[E6]0025
"SHENZHEN CHANSON INTELLIGENT TECHNOLOGY CO., LTD.",深圳市创行智能科技有限公司,E6,0027,[E6]0027
杭州稻田增材技术有限公司,杭州稻田增材技术有限公司,E6,0029,[E6]0029
"DONGGUAN XUYI HARDWARE PLASTIC PRODUCTS CO., LTD.",东莞市旭意五金塑胶制品有限公司,E6,0030,[E6]0030
芸芸物联科技（苏州）有限公司,芸芸物联科技（苏州）有限公司,E6,0031,[E6]0031
"KUNSHAN YILIANSHENG INTELLIGENT TECHNOLOGY CO., LTD.",昆山亿联盛智能科技有限公司,E6,0105,[E6]0105
"TAIZHOU LUQIAO TONGSHANG MACHINARY TECHNOLOGY CO., LTD.",台州市路桥同尚机械科技有限公司,E6,0111,[E6]0111
"TIANJIN XINGANGYUN TECHNOLOGY CO., LTD.",天津市鑫港运科技有限公司,E6,0113,[E6]0113
跃成机电科技无锡有限公司,跃成机电科技无锡有限公司,E6,0116,[E6]0116
"NINGBO VSETT INTELLIGENT TECHNOLOGY CO., LTD.",宁波凹索智能科技有限公司,E6,0121,[E6]0121
"ZHEJIANG JINLIN SPORTS TECHNOLOGY CO., LTD.",浙江锦霖运动科技有限公司,E6,0126,[E6]0126
"WUXI SANDA MOTOR TECHNOLOGY CO., LTD.",无锡信安达电机科技有限公司,E6,0132,[E6]0132
丹阳市都盛电器有限公司,丹阳市都盛电器有限公司,E6,0136,[E6]0136
SHENZHEN TRITEK LIMITED,深圳市泰科动力系统有限公司,E6,0139,[E6]0139
"ANMDY INTELLIGENT TECHNOLOGY (SUZHOU) CO., LTD.",安沐迪智能科技（苏州）有限公司,E6,0142,[E6]0142
邢台治洋车业有限公司,邢台治洋车业有限公司,E6,0144,[E6]0144
"WANDA BATTERY INTELLIGENT TECHNOLOGY (KUNSHAN) CO., LTD.",万达电智能科技（昆山）有限公司,E6,0145,[E6]0145
"SPANNINGA BICYCLE COMPONENTS (FOSHAN) CO., LTD.",思邦自行车配件（佛山）有限公司,E6,0201,[E6]0201
"SHENZHEN FIRST POWER ENERGY CO., LTD.",深圳市一级动力能源有限公司,E6,0411,[E6]0411
KKE,金华凯凯壹科技有限公司,E6,0413,[E6]0413
"FOSHAN CITY SHUNDE DISTRICT CHENGDI ELECTRONIC TECHNOLOGY CO., LTD.",佛山市顺德区晟迪电子科技有限公司,E6,0416,[E6]0416
"NINGBO VCHAIN TECHNOLOGY CO., LTD.",宁波唯诚科技有限公司,E6,0421,[E6]0421
"NINGBO HUIDONG NEW ENERGY TECHNOLOGY CO., LTD.",宁波辉动新能源科技有限公司,E6,0423,[E6]0423
"NINGBO ROADSAN NEW ENERGY TECHNOLOGY CO., LTD.",宁波路尚新能源科技有限公司,E6,0426,[E6]0426
"ZHEJIANG XINZHENG INDUSTRY AND TRADE CO., LTD.",浙江鑫正工贸有限公司,E6,0429,[E6]0429
"EAZO TECHNOLOGY CO., LTD.",深圳易泽新能源科技有限公司,E6,0432,[E6]0432
"JIN XIN YU POWER (SHENZHEN) SUPPLY CO., LTD.",金鑫宇电源（深圳）有限责任公司,E6,0434,[E6]0434
"TIANJIN XIANZHONG NEW ENERGY TECHNOLOGY CO., LTD.",天津先众新能源科技股份有限公司,E6,0436,[E6]0436
"PUYUAN ELECTRIC MOTOR (SUZHOU) CO., LTD.",普源电机制造（苏州）有限公司,E6,0439,[E6]0439
"Z.S.F TECHNOLOGY (SHENZHEN) CO., LTD.",深圳市智盛富科技有限公司,E6,0442,[E6]0442
"NINGBO XOD ELECTRIC HYDRAULIC DISC BRAKES CO., LTD.",宁波小电骑行装备有限公司,E6,0444,[E6]0444
"KUNSHAN REENTION ELECTRICAL AND MECHANICAL CO., LTD.",昆山睿恩新机电有限公司,E6,0505,[E6]0505
"TIANJIN D-POWERCORE CO., LTD.",天津动芯科技有限公司,E6,0536,[E6]0536
"NINGBO RUNDO TECHNOLOGY CO., LTD.",宁波远多智能科技有限公司,E6,0601,[E6]0601
"QUZHOU BENNENG VEHICLE CO., LTD.",衢州奔能车业有限公司,E6,0705,[E6]0705
"SHANGHAI PYTES ENERGY CO., LTD.",上海派智能源股份有限公司,E6,0711,[E6]0711
"ZHEJIANG TIANHONG LITHIUM-ION BATTERY CO., LTD.",浙江天宏锂电股份有限公司,E6,0716,[E6]0716
"NINGBO XINTU INTELLIGENT &amp; TECHNOLOGY CO., LTD.",宁波新途智能科技有限公司,E6,0721,[E6]0721
"KUNSHAN SHANSHAN ELECTRONIC SCIENCE &amp; TECHNOLOGY CO., LTD.",昆山市山山电子科技有限公司,E6,0726,[E6]0726
"TIANJIN YOUPENG YONGYUE GONGMAO CO., LTD.",天津友鹏永悦工贸有限公司,E6,0732,[E6]0732
"CHANGZHOU BISEK CYCLE CO., LTD.",常州柏斯克车业有限公司,E6,0736,[E6]0736
"SHENZHEN MODIARY CO., LTD.",深圳市麦迪瑞科技有限公司,E6,0739,[E6]0739
"SHENZHEN RYDER ELECTRONICS CO., LTD.",深圳市瑞鼎电子有限公司,E6,0742,[E6]0742
"JIAXING JIAQI ELECTRONIC AND TECHNOLOGY CO., LTD.",嘉兴市佳祺电子科技有限公司,E6,0744,[E6]0744
"CHANGZHOU NCYCLEBIKE CO., LTD.",常州市恩赛克电动车科技有限公司,E6,0844,[E6]0844
"WUYI BOE SPORTS EQUIPMENT CO., LTD.",武义柏亦运动器材有限公司,E6,0901,[E6]0901
"JINHUA JOBO TECHNOLOGY CO., LTD.",金华市乔博电动科技有限公司,E6,0905,[E6]0905
"GUANGZHOU SYMBOL BICYCLE CO., LTD.",广州市鑫堡自行车有限公司,E6,0911,[E6]0911
"TAIZHOU LI JIA AUTOMOBILE INDUSTRY CO., LTD.",台州市立佳车业有限公司,E6,0916,[E6]0916
"JINHUA FEIRUI VEHICLE CO., LTD.",金华市飞瑞车业有限公司,E6,0921,[E6]0921
"ZHEJIANG BOCHUANG POWER CO., LTD.",浙江博创动力股份有限公司,E6,0926,[E6]0926
"JINHUA VISION INDUSTRY CO., LTD.",金华卓远实业有限公司,E6,0936,[E6]0936
"HANGZHOU MACFREY TECHNOLOGY CO., LTD.",杭州麦柯福瑞科技有限公司,E6,0939,[E6]0939
途屿电机（常州）有限公司,途屿电机（常州）有限公司,E6,0942,[E6]0942
"SHENZHEN DYU INTELLIGENT TRANSPORTATION TECHNOLOGY CO., LTD.",深圳市大鱼智行科技有限公司,E6,0944,[E6]0944
"SUZHOU LINKWE NEW ENERGY TECHNOLOGY CO., LTD.",苏州联为新能源科技有限公司,E6,1111,[E6]1111
"CHANGZHOU AIMOS TECHNOLOGY CO., LTD.",常州艾莫斯智能科技有限公司,E6,1113,[E6]1113
"NINGBO TEVERUN TECHNOLOGY CO., LTD.",宁波特佰轮科技有限公司,E6,1226,[E6]1226
"SUZHOU LONGYUE LITHIUM-POWER VEHICLE CO., LTD.",苏州龙跃锂动车辆有限公司,E6,1232,[E6]1232
"NINGBO VEKEN NEW ENERGY TECHNOLOGY CO., LTD.",宁波维科新能源科技有限公司,E6,1236,[E6]1236
"SUZHOU GRAND ELECTRONIC TECHNOLOGY CO., LTD.",苏州伟亿特电子科技有限公司,E6,1239,[E6]1239
"NINGBO SAFE BRAKES SYSTEMS CO., LTD.",宁波赛福汽车制动有限公司,E6,1242,[E6]1242
"WUXI KUNENG NEW ENERGY TECHNOLOGY CO., LTD.",无锡坤能新能源科技有限公司,E6,1244,[E6]1244
安徽宏舰电子科技有限公司,安徽宏舰电子科技有限公司,E6,1245,[E6]1245
"AIGENI TECHNOLOGY CO., LTD.",无锡艾格尼科技有限公司,E6,1301,[E6]1301
"HEBEI CONGHUI ELECTRIC VEHICLE CO., LTD.",河北聪慧电动车有限公司,E6,1344,[E6]1344
"YANGZHONG XINFU VEHICLE PARTS CO., LTD.",扬中市新富车辆配件有限公司,E6,1345,[E6]1345
"TIANJIN CLC TECHNOLOGY CO., LTD.",天津中投科技有限公司,E6,1405,[E6]1405
NINGBO MAIBAOTE JINCHUKOU YOUXIANGOGSI,宁波迈宝特进出口有限公司,E6,1411,[E6]1411
SEVENONE,昆山顺轮车业有限公司,E6,1416,[E6]1416
常州涛晨电子科技有限公司,常州涛晨电子科技有限公司,E6,1418,[E6]1418
"ZHEJIANG OVERFLY ELECTRIC VEHICLE CO., LTD.",浙江欧飞电动车有限公司,E6,1423,[E6]1423
"ZHEJIANG DECE INDUSTRY &amp; TRADE CO., LTD.",浙江德策工贸有限公司,E6,1526,[E6]1526
"JINHUA YIFEI ELECTRIC TECHNOLOGY CO., LTD.",金华市翼飞电动科技有限公司,E6,1532,[E6]1532
"YONGKANG WANYU INDUSTRY AND TRADE CO., LTD.",永康市万宇工贸有限公司,E6,1534,[E6]1534
"SHENZHEN ZHAOWEI MACHINERY &amp; ELEETRONIC CO., LTD.",深圳市兆威机电股份有限公司,E6,1536,[E6]1536
平乡县立超自行车厂,平乡县立超自行车厂,E6,1542,[E6]1542
"CHANGZHOU HEICHAO DRIVE TECHNOLOGY CO., LTD.",常州黑超驱动技术有限公司,E6,1544,[E6]1544
"XINGTAI XIAN'AO BICYCLE PARTS CO., LTD.",邢台先奥自行车配件有限公司,E6,1642,[E6]1642
"ZHEJIANG NANGE TECHNOLOGY CO., LTD.",浙江南戈科技有限公司,E6,1705,[E6]1705
"JINHUA SUNTIDE VEHICLE CO., LTD.",金华杉泰车业有限公司,E6,1709,[E6]1709
GUANGZHOU ELECTRONY CORPORATION,广州谐同电子科技有限公司,E6,1713,[E6]1713
HYLETON,深圳市海龙通科技有限公司,E6,1717,[E6]1717
"RDF (CHANGZHOU) ELECTRICAL TECHNOLOGY CO., LTD.",常州锐迪夫电子科技有限公司,E6,1719,[E6]1719
"LIYANG SINO CABLE ELECTRONICS CO., LTD.",溧阳斯诺凯博电子有限公司,E6,1721,[E6]1721
JINHUA FINKI TECHNOLOGY,金华锋骐科技有限公司,E6,1723,[E6]1723
"FOSHAN GUANGYUANXING ELECTRONICS CO., LTD.",佛山市广源兴电子有限公司,E6,1725,[E6]1725
